NDB_No	Nutr_No	Flav_Val (mg Per 100g)
99080	749	0.33
99080	750	0
99080	751	2.12
99080	752	0
99080	753	0
99080	794	0
99081	789	26.9
99082	789	10.55
99083	749	1.95
99083	750	0
99083	751	0.32
99083	752	0
99083	753	0
99083	789	0.48
99083	794	0
99086	789	14.9
99088	770	0
99088	773	1.13
99088	786	0
99088	788	0
99088	789	0.51
99098	770	0.01
99098	773	0
99098	786	0
99098	788	0.01
99098	789	0.07
99102	770	0
99102	773	0.01
99102	786	0
99102	788	0.02
99102	789	0.16
99104	789	0
99105	770	0.07
99105	773	0.32
99105	786	0
99105	788	0.43
99105	789	0.53
99107	770	0.01
99107	773	0.04
99107	785	0
99107	786	0.26
99107	788	0.01
99107	789	1.65
99108	749	3.6
99108	751	0.6
99109	731	0
99109	740	0.08
99109	741	0.08
99109	742	0.43
99109	745	0.07
99109	751	2.2
99110	749	0.92
99110	788	4.41
99110	789	16.41
99111	759	0
99111	770	0
99111	773	0
99111	785	0
99111	786	7
99111	789	170
99112	759	0
99112	770	0
99112	773	0
99112	785	0
99112	786	0
99112	789	0
99113	749	0.07
99113	750	0
99113	751	1.57
99113	752	0
99113	753	0
99113	794	0
99114	749	0.16
99114	750	0
99114	751	0.9
99114	752	0
99114	753	0
99114	794	0
99115	759	0
99115	770	2.57
99115	773	1
99115	785	0
99115	786	0
99115	788	2.1
99115	789	7.3
99116	759	0
99116	762	0
99116	770	1.2
99116	773	16.7
99116	785	0
99116	786	0
99116	789	0
99117	759	0
99117	770	0
99117	773	1
99117	785	5
99117	786	11
99117	789	10
99118	770	19.1
99118	773	3.5
99304	758	14.54
99304	759	10.74
99304	762	23.77
99304	770	0
99304	789	0
99305	758	1.2
99305	759	74.89
99305	762	42.51
99305	770	0
99305	789	0
99306	758	1.02
99306	759	19.25
99306	762	6.5
99306	770	0
99306	789	0
99311	758	2.86
99311	759	1.79
99311	762	25.31
99311	770	0.65
99311	773	0
99311	786	0
99311	789	0
99313	731	5.47
99313	741	0.75
99313	745	0.43
99313	758	0
99313	759	12.72
99313	762	1.63
99313	770	0
99313	789	0
99316	759	19.06
99316	762	7.04
99321	749	11.99
99321	750	0
99321	751	41.5
99321	752	0
99321	753	0
99321	794	0
99323	786	0.03
99323	788	0.72
99323	789	0.63
99324	749	0
99324	750	0
99324	751	0.08
99324	752	0
99324	753	0
99324	794	0
99326	786	0
99326	788	7.3
99326	789	17.7
99327	731	22.6
99327	741	0.02
99327	743	1.6
99327	770	0.01
99327	773	0.02
99327	786	0.01
99327	788	0.03
99327	789	1.1
99335	786	0
99335	788	0
99335	789	7.4
99337	731	1.7
99337	743	0
99337	749	0.5
99337	751	0.8
99337	785	0
99337	786	0
99337	788	0
99337	789	0.57
99339	786	0
99339	788	4.65
99339	789	5.45
99341	750	0.85
99341	751	0.49
99341	752	0.21
99341	753	0.51
99341	755	0.05
99341	756	25.49
99341	786	0.66
99341	788	0.87
99341	789	0.74
99341	791	0.04
99341	792	0.02
99342	750	0.09
99342	751	0.37
99342	752	0.08
99342	753	0.12
99342	755	0.01
99342	756	15.82
99342	786	0.33
99342	788	0.12
99342	789	0.72
99342	791	0
99342	792	0
99343	750	4.99
99343	751	1.98
99343	752	0.93
99343	753	3.96
99343	755	0.02
99343	756	0
99343	786	0.32
99343	788	1.03
99343	789	0.21
99343	791	0
99343	792	0
99344	750	0.25
99344	751	0.07
99344	752	0.14
99344	753	0.45
99344	755	0.01
99344	756	8.87
99344	786	0.38
99344	788	0.49
99344	789	0.6
99344	791	0.01
99344	792	0
99347	759	1.5
99347	762	53
99347	786	0.4
99347	789	0.5
99349	750	0.66
99349	751	0.25
99349	752	0.11
99349	753	0.49
99349	755	0
99349	756	10.19
99349	786	0.12
99349	788	0.07
99349	789	0.25
99349	791	0
99349	792	0
99350	750	0.54
99350	751	0.24
99350	752	0.14
99350	753	0.55
99350	755	0
99350	756	27.95
99350	786	0.42
99350	788	0.87
99350	789	0.34
99350	791	0
99350	792	0
99351	749	4.85
99351	751	0.82
99351	789	0.68
99354	749	67.6
99354	750	19.8
99354	751	20.8
99354	752	147.8
99354	753	68.2
99356	773	10.36
99357	731	85.26
99357	740	42.69
99357	741	97.59
99357	742	39.22
99357	745	20.45
99357	786	0
99357	788	1.09
99357	789	3.04
99359	731	27.58
99360	786	259.19
99360	789	233.84
99361	759	28.73
99361	762	24.82
99362	731	0
99362	740	0
99362	741	0
99362	742	0
99362	743	0
99362	745	0
99362	749	0
99362	750	0
99362	751	0
99362	752	0
99362	753	0
99362	759	0
99362	762	0
99362	770	0
99362	773	0
99362	788	0
99362	789	0
99362	794	0
99363	731	0
99363	740	0
99363	741	0
99363	742	0
99363	743	0
99363	745	0
99363	770	0
99363	773	0
99363	788	0
99363	789	0
99364	786	4.03
99364	789	3.08
99365	749	0
99365	750	1.07
99365	751	2.3
99365	752	2.73
99365	753	4.15
99367	731	17.93
99367	745	5.21
99367	789	2.19
99368	770	0.01
99368	773	0.02
99368	786	0.01
99368	788	0.03
99368	789	0.01
99369	773	1.73
99369	789	2.48
99370	773	0.07
99370	789	0.3
99371	773	3.57
99371	789	0.09
99372	773	1.68
99372	789	6.45
99373	773	0
99373	786	4.61
99373	788	1.93
99373	789	23.53
99374	785	3.84
99374	786	6.03
99374	789	8.55
99376	770	0.4
99376	773	0
99376	786	0
99376	788	0
99376	789	24.1
99377	770	0.01
99377	773	0.02
99377	786	2.8
99377	788	0.03
99377	789	0.9
99378	786	22.51
99379	786	17.11
99380	762	0
99380	770	0
99380	773	25.1
99380	786	0
99380	789	0
99382	749	0.25
99382	750	0.14
99382	751	0.73
99382	788	0.08
99382	789	0.26
99382	794	0.53
99383	786	4.1
99383	789	12.6
99384	773	0.6
99384	789	2.4
99385	731	10.6
99385	741	0.9
99385	743	0.02
99386	786	7.72
99386	789	70.37
99387	731	0.2
99387	741	0.02
99387	743	0.02
99387	770	0.01
99387	773	0.02
99387	786	0.01
99387	788	0.03
99387	789	0.01
99394	731	11.07
99394	740	2.34
99394	741	3.2
99394	742	4.02
99394	743	3.41
99394	745	1.81
99395	770	0
99395	773	0
99395	786	0
99395	788	0
99395	789	0
99396	740	0.14
99396	741	2.5
99396	742	0.1
99396	786	26
99396	789	0
99397	731	110.4
99397	741	201.28
99397	788	20.85
99397	789	22.85
99398	731	231.61
99398	789	68.17
99399	786	11.67
99399	788	47.74
99399	789	58.13
99400	786	0.57
99400	788	11.67
99400	789	3.63
99402	731	411.4
99402	789	108.16
99403	786	0.51
99403	789	4.3
99404	786	0.53
99404	788	0
99404	789	3.33
99406	731	0.2
99406	741	0.02
99406	743	0.02
99409	770	0
99409	773	0
99409	786	0
99409	789	0
99411	731	669.01
99411	743	16.69
99411	745	1.09
99412	749	24.2
99412	751	84.4
99428	770	0
99428	773	0
99428	786	0
99428	788	0
99428	789	1
99429	770	0
99429	773	0
99429	786	0
99429	788	0
99429	789	1.2
99436	731	0.04
99436	740	0.1
99436	741	0.1
99436	742	0.08
99436	745	0.17
99436	751	0
99436	788	0.16
99436	789	0.53
99437	731	0.47
99437	743	11.79
99439	749	0.71
99439	750	0.07
99439	751	0.37
99439	752	0
99439	753	0
99439	794	0.18
99460	758	0
99460	762	0
99460	770	2.54
99460	773	0.45
99461	758	0.29
99461	762	1.67
99461	770	2.54
99461	773	3.93
99577	731	200.96
99577	745	3.91
99582	750	18.65
99582	752	8.35
99582	753	42.45
99594	731	53.64
99595	731	61.94
99596	731	0.48
99597	785	0
99597	786	0
99597	788	0
99597	789	0
99598	788	3.65
99598	789	4.36
99599	786	0.02
99599	789	0.04
99600	731	0.19
99600	770	0
99600	773	0
99600	786	0.18
99600	788	1.93
99600	789	1.27
99601	731	27.82
99602	786	12.3
99602	789	18.42
99603	731	2.27
99603	743	0.01
99603	745	0.14
99603	785	7.71
99603	786	1.25
99603	789	0.45
99604	731	6.83
99604	743	0.05
99604	745	0.57
99604	785	8.91
99604	786	2.51
99604	789	0.45
99605	731	10.39
99605	743	0
99605	745	0.66
99605	785	8.56
99605	786	0.64
99605	789	0.33
99606	731	31.42
99606	743	0
99606	745	3.11
99606	785	6.06
99606	786	5.14
99606	789	17.44
99607	740	55.72
99607	741	15.19
99607	745	1.82
99608	731	1.65
99609	731	11.77
99609	788	0.52
99609	789	1.05
99610	731	26.28
99610	745	0.73
99610	749	3.18
99610	751	12.97
99610	789	3.88
99611	749	0.2
99611	751	0.1
99611	789	0.01
99612	785	0
99612	786	0
99612	788	0
99612	789	0
99613	731	1.9
99613	740	17.75
99613	741	17.73
99613	742	12.55
99613	745	5.16
99614	770	5.57
99614	773	69.05
99614	789	46.61
99615	770	7.26
99615	773	51.4
99615	789	42.81
99616	731	110.58
99616	740	6.27
99616	741	50.38
99616	742	10.59
99616	743	0
99616	745	2.96
99616	789	16.64
99617	786	0
99617	788	2.04
99617	789	4.92
99618	786	6.2
99618	788	11.4
99618	789	13.6
99619	785	0
99619	786	0
99619	788	0
99619	789	0
99621	731	28.42
99621	740	1.99
99621	741	11.03
99621	745	7.52
99622	785	0
99622	786	0
99622	788	0
99622	789	0
99623	786	0
99623	788	0
99623	789	0.19
99624	785	0
99624	786	0
99624	788	0
99624	789	0
99625	731	21.19
99625	741	6.61
99625	745	0.08
99626	731	18.04
99626	743	1.09
99627	785	0
99627	786	0
99627	788	0
99627	789	0
99628	785	0
99628	786	0
99628	788	0
99628	789	0
99629	731	752.68
99630	785	0
99630	786	0
99630	788	0
99630	789	0
99631	731	5.11
99631	749	29.04
99631	751	2.69
99631	789	10.73
99632	731	17.88
99632	741	6.89
99633	731	0
99633	758	0.08
99633	759	0.75
99633	762	0.37
99633	789	0.08
99634	785	0.78
99634	786	1.78
99634	789	66.19
99635	770	0
99635	773	0
99635	786	0
99635	788	0
99635	789	1.1
99636	731	22.37
99636	741	66.15
99637	785	0
99637	786	0
99637	788	0
99637	789	0
99638	785	0
99638	786	0
99638	788	0
99638	789	0
99639	731	555.72
99639	743	2.47
99640	786	0
99640	788	0
99640	789	0
99641	731	90.17
99641	743	4.07
99642	786	0.21
99642	788	0
99642	789	0.42
99643	785	0
99643	786	0
99643	789	0
99644	785	0
99644	786	33.6
99644	788	0
99644	789	0
99645	786	0
99645	789	30.6
99646	758	85.33
99646	762	372
99646	770	17.71
99646	773	1028.75
99646	789	42
99647	785	0
99647	786	0.27
99647	788	0
99647	789	0.63
99649	770	24.02
99649	773	34.87
99650	731	23.76
99650	740	14.93
99650	741	70.62
99650	742	6.01
99650	745	4.78
99650	751	2.14
99650	789	3.11
99651	786	0.04
99651	788	0
99651	789	0.08
99653	731	9.6
99653	740	36.25
99653	741	23.41
99653	742	63.45
99653	745	15.9
99653	749	98.47
99653	751	25.66
99653	786	2.36
99653	788	2.92
99653	789	14.42
99654	731	108.82
99654	741	0.73
99654	745	0.07
99655	770	0
99655	773	0
99655	786	4.82
99655	788	0
99655	789	3.19
99656	786	3.4
99656	789	2.01
99657	731	94.72
99657	740	27.82
99657	741	94.6
99657	742	34.28
99657	745	11.07
99657	786	1.92
99657	788	2.74
99657	789	17.22
99658	749	6.7
99658	786	9.2
99658	788	2.2
99658	789	7.5
99659	749	0.2
99659	786	1.1
99659	788	0.05
99659	789	0.4
99660	773	4.92
99661	731	0.02
99661	741	0.02
99661	743	0.02
99661	770	0.01
99661	773	0.02
99661	786	0.01
99661	788	0.07
99661	789	0
99662	785	0
99662	786	0.84
99662	788	0
99662	789	0
99686	751	37.41
